station,latitude,longitude,day_night,species,date,time_start,life_history_stage,sample_code,mesh_size,depth_max,depth_min,FWC_DS,density,time
DB,47.378,-123.117,Day,AETIDEUS_divergens,20130906,14:52,5;_CV,20130906DBDm1_200,200,71.0,40.0,DS,7.954545455,2013-09-06T14:52:00Z
DB,47.378,-123.117,Day,AETIDEUS_divergens,20131003,14:11,4;_CIV,20131003DBDm2_200,200,56.0,30.0,DS,6.395348837,2013-10-03T14:11:00Z
DB,47.378,-123.117,Day,AGLANTHA,20120905,15:12,Medusa,20120905DBDm2_200,200,50.0,25.0,DS,6.363636364,2012-09-05T15:12:00Z
DB,47.378,-123.117,Day,AGLANTHA,20121004,15:00,Medusa,20121004DBDm3_200,200,70.0,30.0,DS,20.86956522,2012-10-04T15:00:00Z
DB,47.378,-123.117,Day,ANTHOMEDUSAE,20120614,17:25,Medusa,20120614DBDm3_200,200,20.0,9.0,DS,84.21052632,2012-06-14T17:25:00Z
DB,47.378,-123.117,Day,ANTHOMEDUSAE,20121004,15:00,Medusa,20121004DBDm3_200,200,70.0,30.0,DS,13.91304348,2012-10-04T15:00:00Z
DB,47.378,-123.117,Day,ANTHOMEDUSAE,20121004,15:00,Medusa,20121004DBDm5_200,200,15.0,0.0,DS,20.64516129,2012-10-04T15:00:00Z
DB,47.378,-123.117,Day,BARNACLES,20120614,17:25,Cyprid_larva,20120614DBDm1_200,200,65.0,40.0,DS,5.0,2012-06-14T17:25:00Z
DB,47.378,-123.117,Day,BARNACLES,20120614,17:25,Nauplii,20120614DBDm1_200,200,65.0,40.0,DS,5.0,2012-06-14T17:25:00Z
DB,47.378,-123.117,Day,BARNACLES,20120614,17:25,Nauplii,20120614DBDm2_200,200,40.0,20.0,DS,40.0,2012-06-14T17:25:00Z
DB,47.378,-123.117,Day,BARNACLES,20120614,17:25,Nauplii,20120614DBDm3_200,200,20.0,9.0,DS,252.6315789,2012-06-14T17:25:00Z
DB,47.378,-123.117,Day,BARNACLES,20120614,17:25,Nauplii,20120614DBDm4_200,200,9.0,0.0,DS,377.7777778,2012-06-14T17:25:00Z
DB,47.378,-123.117,Day,BARNACLES,20120712,16:23,Nauplii,20120712DBDm2_200,200,45.0,30.0,DS,65.625,2012-07-12T16:23:00Z
DB,47.378,-123.117,Day,BARNACLES,20120712,16:23,Cyprid_larva,20120712DBDm3_200,200,30.0,12.0,DS,7.547169811,2012-07-12T16:23:00Z
DB,47.378,-123.117,Day,BARNACLES,20120712,16:23,Cyprid_larva,20120712DBDm4_200,200,12.0,0.0,DS,16.32653061,2012-07-12T16:23:00Z
DB,47.378,-123.117,Day,BARNACLES,20120712,16:23,Nauplii,20120712DBDm4_200,200,12.0,0.0,DS,106.122449,2012-07-12T16:23:00Z
DB,47.378,-123.117,Day,BARNACLES,20120905,15:12,Nauplii,20120905DBDm2_200,200,50.0,25.0,DS,3.181818182,2012-09-05T15:12:00Z
DB,47.378,-123.117,Day,BARNACLES,20120905,15:12,Nauplii,20120905DBDm4_200,200,9.0,0.0,DS,350.0,2012-09-05T15:12:00Z
DB,47.378,-123.117,Day,BARNACLES,20121004,15:00,Nauplii,20121004DBDm2_200,200,95.0,70.0,DS,5.333333333,2012-10-04T15:00:00Z
DB,47.378,-123.117,Day,BARNACLES,20121004,15:00,Nauplii,20121004DBDm4_200,200,30.0,15.0,DS,36.52173913,2012-10-04T15:00:00Z
DB,47.378,-123.117,Day,BARNACLES,20121004,15:00,Nauplii,20121004DBDm5_200,200,15.0,0.0,DS,61.93548387,2012-10-04T15:00:00Z
DB,47.378,-123.117,Day,BARNACLES,20130613,17:02,Cyprid_larva,20130613DBDm3_200,200,20.0,10.0,DS,77.14285714,2013-06-13T17:02:00Z
DB,47.378,-123.117,Day,BARNACLES,20130613,17:02,Nauplii,20130613DBDm3_200,200,20.0,10.0,DS,257.1428571,2013-06-13T17:02:00Z
DB,47.378,-123.117,Day,BARNACLES,20130613,17:02,Nauplii,20130613DBDm4_200,200,10.0,0.0,DS,583.33275,2013-06-13T17:02:00Z
DB,47.378,-123.117,Day,BARNACLES,20130906,14:52,Cyprid_larva,20130906DBDm1_200,200,71.0,40.0,DS,3.977272727,2013-09-06T14:52:00Z
DB,47.378,-123.117,Day,BARNACLES,20130906,14:52,Nauplii,20130906DBDm4_200,200,10.0,0.0,DS,26.66666667,2013-09-06T14:52:00Z
DB,47.378,-123.117,Day,BARNACLES,20131003,14:11,Cyprid_larva,20131003DBDm5_200,200,12.0,0.0,DS,41.66666667,2013-10-03T14:11:00Z
DB,47.378,-123.117,Day,BARNACLES,20131003,14:11,Nauplii,20131003DBDm5_200,200,12.0,0.0,DS,83.33333333,2013-10-03T14:11:00Z
DB,47.378,-123.117,Day,BARNACLES,20131003,,Cyprid_larva,20131003DBDm1_200,200,56.0,0.0,FWC,0.384615385,
DB,47.378,-123.117,Day,BIVALVIA,20120614,17:25,Veliger,20120614DBDm1_200,200,65.0,40.0,DS,215.0,2012-06-14T17:25:00Z
DB,47.378,-123.117,Day,BIVALVIA,20120614,17:25,Veliger,20120614DBDm2_200,200,40.0,20.0,DS,50.0,2012-06-14T17:25:00Z
DB,47.378,-123.117,Day,BIVALVIA,20120614,17:25,Veliger,20120614DBDm3_200,200,20.0,9.0,DS,1031.578947,2012-06-14T17:25:00Z
DB,47.378,-123.117,Day,BIVALVIA,20120614,17:25,Veliger,20120614DBDm4_200,200,9.0,0.0,DS,236.1111111,2012-06-14T17:25:00Z
DB,47.378,-123.117,Day,BIVALVIA,20120712,16:23,Veliger,20120712DBDm1_200,200,70.0,45.0,DS,251.2820513,2012-07-12T16:23:00Z
DB,47.378,-123.117,Day,BIVALVIA,20120712,16:23,Veliger,20120712DBDm2_200,200,45.0,30.0,DS,430.2083333,2012-07-12T16:23:00Z
DB,47.378,-123.117,Day,BIVALVIA,20120712,16:23,Veliger,20120712DBDm3_200,200,30.0,12.0,DS,1184.90566,2012-07-12T16:23:00Z
DB,47.378,-123.117,Day,BIVALVIA,20120712,16:23,Veliger,20120712DBDm4_200,200,12.0,0.0,DS,514.2857143,2012-07-12T16:23:00Z
DB,47.378,-123.117,Day,BIVALVIA,20120905,15:12,Veliger,20120905DBDm1_200,200,70.0,50.0,DS,35.0,2012-09-05T15:12:00Z
DB,47.378,-123.117,Day,BIVALVIA,20120905,15:12,Veliger,20120905DBDm2_200,200,50.0,25.0,DS,588.6363636,2012-09-05T15:12:00Z
DB,47.378,-123.117,Day,BIVALVIA,20120905,15:12,Veliger,20120905DBDm3_200,200,25.0,9.0,DS,176.4705882,2012-09-05T15:12:00Z
DB,47.378,-123.117,Day,BIVALVIA,20121004,15:00,Veliger,20121004DBDm2_200,200,95.0,70.0,DS,261.3333333,2012-10-04T15:00:00Z
DB,47.378,-123.117,Day,BIVALVIA,20121004,15:00,Veliger,20121004DBDm3_200,200,70.0,30.0,DS,34.7826087,2012-10-04T15:00:00Z
DB,47.378,-123.117,Day,BIVALVIA,20121004,15:00,Veliger,20121004DBDm4_200,200,30.0,15.0,DS,5.217391304,2012-10-04T15:00:00Z
DB,47.378,-123.117,Day,BIVALVIA,20121004,15:00,Veliger,20121004DBDm5_200,200,15.0,0.0,DS,20.64516129,2012-10-04T15:00:00Z
DB,47.378,-123.117,Day,BIVALVIA,20130613,17:02,Veliger,20130613DBDm1_200,200,65.0,40.0,DS,31.16883117,2013-06-13T17:02:00Z
DB,47.378,-123.117,Day,BIVALVIA,20130613,17:02,Veliger,20130613DBDm2_200,200,40.0,20.0,DS,29.16666667,2013-06-13T17:02:00Z
DB,47.378,-123.117,Day,BIVALVIA,20130613,17:02,Veliger,20130613DBDm3_200,200,20.0,10.0,DS,1542.857143,2013-06-13T17:02:00Z
DB,47.378,-123.117,Day,BIVALVIA,20130613,17:02,Veliger,20130613DBDm4_200,200,10.0,0.0,DS,371.21175,2013-06-13T17:02:00Z
DB,47.378,-123.117,Day,BIVALVIA,20130808,15:54,Veliger,20130808DBDm1_200,200,55.0,40.0,DS,208.3333333,2013-08-08T15:54:00Z
DB,47.378,-123.117,Day,BIVALVIA,20130808,15:54,Unknown,20130808DBDm2_200,200,40.0,20.0,DS,364.0,2013-08-08T15:54:00Z
DB,47.378,-123.117,Day,BIVALVIA,20130808,15:54,Veliger,20130808DBDm3_200,200,20.0,10.0,DS,41.17647059,2013-08-08T15:54:00Z
DB,47.378,-123.117,Day,BIVALVIA,20130808,15:54,Veliger,20130808DBDm4_200,200,10.0,0.0,DS,459.5744681,2013-08-08T15:54:00Z
DB,47.378,-123.117,Day,BIVALVIA,20130906,14:52,Unknown,20130906DBDm1_200,200,71.0,40.0,DS,43.75,2013-09-06T14:52:00Z
DB,47.378,-123.117,Day,BIVALVIA,20130906,14:52,Unknown,20130906DBDm2_200,200,40.0,20.0,DS,225.9134615,2013-09-06T14:52:00Z
DB,47.378,-123.117,Day,BIVALVIA,20130906,14:52,Unknown,20130906DBDm3_200,200,20.0,10.0,DS,581.8181818,2013-09-06T14:52:00Z
DB,47.378,-123.117,Day,BIVALVIA,20130906,14:52,Unknown,20130906DBDm4_200,200,10.0,0.0,DS,693.3333333,2013-09-06T14:52:00Z
DB,47.378,-123.117,Day,BIVALVIA,20131003,14:11,Unknown,20131003DBDm2_200,200,56.0,30.0,DS,217.4418605,2013-10-03T14:11:00Z
DB,47.378,-123.117,Day,BIVALVIA,20131003,14:11,Unknown,20131003DBDm3_200,200,30.0,16.0,DS,513.1578947,2013-10-03T14:11:00Z
DB,47.378,-123.117,Day,BIVALVIA,20131003,14:11,Unknown,20131003DBDm4_200,200,16.0,12.0,DS,166.6666667,2013-10-03T14:11:00Z
DB,47.378,-123.117,Day,BIVALVIA,20131003,14:11,Unknown,20131003DBDm5_200,200,12.0,0.0,DS,458.3333333,2013-10-03T14:11:00Z
DB,47.378,-123.117,Day,BIVALVIA,20130711,18:28,Veliger,20130711DBDm0_200,200,70.0,0.0,FWC,755.0335764,2013-07-11T18:28:00Z
DB,47.378,-123.117,Day,BIVALVIA,20130906,16:17,Veliger,20130906DBiDm1_200,200,60.0,0.0,FWC,100.7751938,2013-09-06T16:17:00Z
DB,47.378,-123.117,Day,BIVALVIA,20131003,,Larva,20131003DBDm1_200,200,56.0,0.0,FWC,44.23076923,
DB,47.378,-123.117,Day,BRYOZOAN,20120614,17:25,Cyphonaut,20120614DBDm3_200,200,20.0,9.0,DS,42.10526316,2012-06-14T17:25:00Z
DB,47.378,-123.117,Day,BRYOZOAN,20120712,16:23,Cyphonaut,20120712DBDm4_200,200,12.0,0.0,DS,73.46938776,2012-07-12T16:23:00Z
DB,47.378,-123.117,Day,BRYOZOAN,20120905,15:12,Cyphonaut,20120905DBDm2_200,200,50.0,25.0,DS,63.63636364,2012-09-05T15:12:00Z
DB,47.378,-123.117,Day,BRYOZOAN,20120905,15:12,Cyphonaut,20120905DBDm3_200,200,25.0,9.0,DS,82.35294118,2012-09-05T15:12:00Z
DB,47.378,-123.117,Day,BRYOZOAN,20121004,15:00,Cyphonaut,20121004DBDm2_200,200,95.0,70.0,DS,58.66666667,2012-10-04T15:00:00Z
DB,47.378,-123.117,Day,BRYOZOAN,20121004,15:00,Cyphonaut,20121004DBDm3_200,200,70.0,30.0,DS,396.5217391,2012-10-04T15:00:00Z
DB,47.378,-123.117,Day,BRYOZOAN,20121004,15:00,Cyphonaut,20121004DBDm4_200,200,30.0,15.0,DS,198.2608696,2012-10-04T15:00:00Z
DB,47.378,-123.117,Day,BRYOZOAN,20121004,15:00,Cyphonaut,20121004DBDm5_200,200,15.0,0.0,DS,392.2580645,2012-10-04T15:00:00Z
DB,47.378,-123.117,Day,BRYOZOAN,20130613,17:02,Cyphonaut,20130613DBDm2_200,200,40.0,20.0,DS,21.875,2013-06-13T17:02:00Z
DB,47.378,-123.117,Day,BRYOZOAN,20130613,17:02,Cyphonaut,20130613DBDm3_200,200,20.0,10.0,DS,360.0,2013-06-13T17:02:00Z
DB,47.378,-123.117,Day,BRYOZOAN,20130808,15:54,Cyphonaut,20130808DBDm2_200,200,40.0,20.0,DS,21.0,2013-08-08T15:54:00Z
DB,47.378,-123.117,Day,BRYOZOAN,20130808,15:54,Cyphonaut,20130808DBDm3_200,200,20.0,10.0,DS,144.1176471,2013-08-08T15:54:00Z
DB,47.378,-123.117,Day,BRYOZOAN,20130808,15:54,Cyphonaut,20130808DBDm4_200,200,10.0,0.0,DS,76.59574468,2013-08-08T15:54:00Z
DB,47.378,-123.117,Day,BRYOZOAN,20130906,14:52,Cyphonaut,20130906DBDm1_200,200,71.0,40.0,DS,39.77272727,2013-09-06T14:52:00Z
DB,47.378,-123.117,Day,BRYOZOAN,20130906,14:52,Cyphonaut,20130906DBDm2_200,200,40.0,20.0,DS,122.1153846,2013-09-06T14:52:00Z
DB,47.378,-123.117,Day,BRYOZOAN,20130906,14:52,Cyphonaut,20130906DBDm3_200,200,20.0,10.0,DS,72.72727273,2013-09-06T14:52:00Z
DB,47.378,-123.117,Day,BRYOZOAN,20131003,14:11,Cyphonaut,20131003DBDm2_200,200,56.0,30.0,DS,351.744186,2013-10-03T14:11:00Z
DB,47.378,-123.117,Day,BRYOZOAN,20131003,14:11,Cyphonaut,20131003DBDm3_200,200,30.0,16.0,DS,2105.263158,2013-10-03T14:11:00Z
DB,47.378,-123.117,Day,BRYOZOAN,20131003,14:11,Cyphonaut,20131003DBDm4_200,200,16.0,12.0,DS,6666.666667,2013-10-03T14:11:00Z
DB,47.378,-123.117,Day,BRYOZOAN,20131003,14:11,Cyphonaut,20131003DBDm5_200,200,12.0,0.0,DS,333.3333333,2013-10-03T14:11:00Z
DB,47.378,-123.117,Day,BRYOZOAN,20130906,16:17,Cyphonaut,20130906DBiDm1_200,200,60.0,0.0,FWC,27.13178295,2013-09-06T16:17:00Z
DB,47.378,-123.117,Day,BRYOZOAN,20131003,,Cyphonaut,20131003DBDm1_200,200,56.0,0.0,FWC,67.30769231,
DB,47.378,-123.117,Day,CALANOIDA,20130906,14:52,3;_CIII,20130906DBDm1_200,200,71.0,40.0,DS,3.977272727,2013-09-06T14:52:00Z
DB,47.378,-123.117,Day,CALANOIDA,20130906,14:52,1;_CI,20130906DBDm4_200,200,10.0,0.0,DS,26.66666667,2013-09-06T14:52:00Z
DB,47.378,-123.117,Day,CALANOIDA,20130906,14:52,2;_CII,20130906DBDm4_200,200,10.0,0.0,DS,53.33333333,2013-09-06T14:52:00Z
DB,47.378,-123.117,Day,CALANOIDA,20131003,14:11,2;_CII,20131003DBDm2_200,200,56.0,30.0,DS,6.395348837,2013-10-03T14:11:00Z
DB,47.378,-123.117,Day,CALANOIDA,20131003,14:11,3;_CIII,20131003DBDm2_200,200,56.0,30.0,DS,6.395348837,2013-10-03T14:11:00Z
DB,47.378,-123.117,Day,CALANOIDA,20131003,14:11,2;_CII,20131003DBDm3_200,200,30.0,16.0,DS,65.78947368,2013-10-03T14:11:00Z
DB,47.378,-123.117,Day,CALANOIDA,20131003,14:11,2;_CII,20131003DBDm4_200,200,16.0,12.0,DS,208.3333333,2013-10-03T14:11:00Z
DB,47.378,-123.117,Day,CALANOIDA,20131003,14:11,1;_CI,20131003DBDm5_200,200,12.0,0.0,DS,416.6666667,2013-10-03T14:11:00Z
DB,47.378,-123.117,Day,CALANUS_PACIFICUS,20120614,17:25,2;_CII,20120614DBDm1_200,200,65.0,40.0,DS,20.0,2012-06-14T17:25:00Z
DB,47.378,-123.117,Day,CALANUS_PACIFICUS,20120614,17:25,3;_CIII,20120614DBDm1_200,200,65.0,40.0,DS,5.0,2012-06-14T17:25:00Z
DB,47.378,-123.117,Day,CALANUS_PACIFICUS,20120614,17:25,4;_CIV,20120614DBDm1_200,200,65.0,40.0,DS,5.0,2012-06-14T17:25:00Z
DB,47.378,-123.117,Day,CALANUS_PACIFICUS,20120614,17:25,5;_CV,20120614DBDm1_200,200,65.0,40.0,DS,80.0,2012-06-14T17:25:00Z
DB,47.378,-123.117,Day,CALANUS_PACIFICUS,20120614,17:25,Female;_Adult,20120614DBDm1_200,200,65.0,40.0,DS,60.0,2012-06-14T17:25:00Z
DB,47.378,-123.117,Day,CALANUS_PACIFICUS,20120614,17:25,Male;_Adult,20120614DBDm1_200,200,65.0,40.0,DS,25.0,2012-06-14T17:25:00Z
DB,47.378,-123.117,Day,CALANUS_PACIFICUS,20120614,17:25,1;_CI,20120614DBDm2_200,200,40.0,20.0,DS,10.0,2012-06-14T17:25:00Z
DB,47.378,-123.117,Day,CALANUS_PACIFICUS,20120614,17:25,2;_CII,20120614DBDm2_200,200,40.0,20.0,DS,40.0,2012-06-14T17:25:00Z
DB,47.378,-123.117,Day,CALANUS_PACIFICUS,20120614,17:25,3;_CIII,20120614DBDm2_200,200,40.0,20.0,DS,40.0,2012-06-14T17:25:00Z
DB,47.378,-123.117,Day,CALANUS_PACIFICUS,20120614,17:25,4;_CIV,20120614DBDm2_200,200,40.0,20.0,DS,40.0,2012-06-14T17:25:00Z
DB,47.378,-123.117,Day,CALANUS_PACIFICUS,20120614,17:25,5;_CV,20120614DBDm2_200,200,40.0,20.0,DS,40.0,2012-06-14T17:25:00Z
DB,47.378,-123.117,Day,CALANUS_PACIFICUS,20120614,17:25,1;_CI,20120614DBDm3_200,200,20.0,9.0,DS,168.4210526,2012-06-14T17:25:00Z
DB,47.378,-123.117,Day,CALANUS_PACIFICUS,20120614,17:25,2;_CII,20120614DBDm3_200,200,20.0,9.0,DS,168.4210526,2012-06-14T17:25:00Z
DB,47.378,-123.117,Day,CALANUS_PACIFICUS,20120614,17:25,4;_CIV,20120614DBDm3_200,200,20.0,9.0,DS,42.10526316,2012-06-14T17:25:00Z
DB,47.378,-123.117,Day,CALANUS_PACIFICUS,20120614,17:25,5;_CV,20120614DBDm3_200,200,20.0,9.0,DS,21.05263158,2012-06-14T17:25:00Z
DB,47.378,-123.117,Day,CALANUS_PACIFICUS,20120614,17:25,1;_CI,20120614DBDm4_200,200,9.0,0.0,DS,188.8888889,2012-06-14T17:25:00Z
DB,47.378,-123.117,Day,CALANUS_PACIFICUS,20120614,17:25,5;_CV,20120614DBDm4_200,200,9.0,0.0,DS,23.61111111,2012-06-14T17:25:00Z
DB,47.378,-123.117,Day,CALANUS_PACIFICUS,20120712,16:23,1;_CI,20120712DBDm1_200,200,70.0,45.0,DS,5.128205128,2012-07-12T16:23:00Z
DB,47.378,-123.117,Day,CALANUS_PACIFICUS,20120712,16:23,2;_CII,20120712DBDm1_200,200,70.0,45.0,DS,15.38461538,2012-07-12T16:23:00Z
DB,47.378,-123.117,Day,CALANUS_PACIFICUS,20120712,16:23,3;_CIII,20120712DBDm1_200,200,70.0,45.0,DS,25.64102564,2012-07-12T16:23:00Z
DB,47.378,-123.117,Day,CALANUS_PACIFICUS,20120712,16:23,4;_CIV,20120712DBDm1_200,200,70.0,45.0,DS,56.41025641,2012-07-12T16:23:00Z
DB,47.378,-123.117,Day,CALANUS_PACIFICUS,20120712,16:23,5;_CV,20120712DBDm1_200,200,70.0,45.0,DS,56.41025641,2012-07-12T16:23:00Z
DB,47.378,-123.117,Day,CALANUS_PACIFICUS,20120712,16:23,Female;_Adult,20120712DBDm1_200,200,70.0,45.0,DS,10.25641026,2012-07-12T16:23:00Z
DB,47.378,-123.117,Day,CALANUS_PACIFICUS,20120712,16:23,1;_CI,20120712DBDm2_200,200,45.0,30.0,DS,29.16666667,2012-07-12T16:23:00Z
DB,47.378,-123.117,Day,CALANUS_PACIFICUS,20120712,16:23,2;_CII,20120712DBDm2_200,200,45.0,30.0,DS,14.58333333,2012-07-12T16:23:00Z
DB,47.378,-123.117,Day,CALANUS_PACIFICUS,20120712,16:23,3;_CIII,20120712DBDm2_200,200,45.0,30.0,DS,94.79166667,2012-07-12T16:23:00Z
DB,47.378,-123.117,Day,CALANUS_PACIFICUS,20120712,16:23,4;_CIV,20120712DBDm2_200,200,45.0,30.0,DS,138.5416667,2012-07-12T16:23:00Z
DB,47.378,-123.117,Day,CALANUS_PACIFICUS,20120712,16:23,5;_CV,20120712DBDm2_200,200,45.0,30.0,DS,7.291666667,2012-07-12T16:23:00Z
DB,47.378,-123.117,Day,CALANUS_PACIFICUS,20120712,16:23,Female;_Adult,20120712DBDm2_200,200,45.0,30.0,DS,7.291666667,2012-07-12T16:23:00Z
DB,47.378,-123.117,Day,CALANUS_PACIFICUS,20120712,16:23,Male;_Adult,20120712DBDm2_200,200,45.0,30.0,DS,21.875,2012-07-12T16:23:00Z
DB,47.378,-123.117,Day,CALANUS_PACIFICUS,20120712,16:23,1;_CI,20120712DBDm3_200,200,30.0,12.0,DS,90.56603774,2012-07-12T16:23:00Z
DB,47.378,-123.117,Day,CALANUS_PACIFICUS,20120712,16:23,2;_CII,20120712DBDm3_200,200,30.0,12.0,DS,22.64150943,2012-07-12T16:23:00Z
DB,47.378,-123.117,Day,CALANUS_PACIFICUS,20120712,16:23,3;_CIII,20120712DBDm3_200,200,30.0,12.0,DS,60.37735849,2012-07-12T16:23:00Z
DB,47.378,-123.117,Day,CALANUS_PACIFICUS,20120712,16:23,4;_CIV,20120712DBDm3_200,200,30.0,12.0,DS,98.11320755,2012-07-12T16:23:00Z
DB,47.378,-123.117,Day,CALANUS_PACIFICUS,20120712,16:23,5;_CV,20120712DBDm3_200,200,30.0,12.0,DS,15.09433962,2012-07-12T16:23:00Z
DB,47.378,-123.117,Day,CALANUS_PACIFICUS,20120712,16:23,Female;_Adult,20120712DBDm3_200,200,30.0,12.0,DS,7.547169811,2012-07-12T16:23:00Z
DB,47.378,-123.117,Day,CALANUS_PACIFICUS,20120712,16:23,Male;_Adult,20120712DBDm3_200,200,30.0,12.0,DS,30.18867925,2012-07-12T16:23:00Z
DB,47.378,-123.117,Day,CALANUS_PACIFICUS,20120712,16:23,1;_CI,20120712DBDm4_200,200,12.0,0.0,DS,114.2857143,2012-07-12T16:23:00Z
DB,47.378,-123.117,Day,CALANUS_PACIFICUS,20120712,16:23,2;_CII,20120712DBDm4_200,200,12.0,0.0,DS,8.163265306,2012-07-12T16:23:00Z
DB,47.378,-123.117,Day,CALANUS_PACIFICUS,20120905,15:12,3;_CIII,20120905DBDm1_200,200,70.0,50.0,DS,11.66666667,2012-09-05T15:12:00Z
